id_devolucao;numero_nf_origem;data_devolucao;valor_devolvido;motivo_devolucao;responsavel;status_devolucao;observacao
DEV-00833;nf-109512;28-10-25;119.53;qualidade ;comercial;Confirmada;aguardando NF de entrada
DEV-00834;NF-100650;12/04/2025;21.98;Quebra/Avaria;Cliente;Cancelada;lançada no mês seguinte
DEV-00835;NF-101818;17/11/2025;2614.08;Qualidade;Qualidade;Confirmada;verificar se abate comissão
DEV-00836;NF-103302;07/05/2026;112.73;qualidade ;Comercial;Confirmada;aguardando NF de entrada
DEV-00837;NF-109691;14/05/2025;77,73;Cliente desistiu;Comercial;confirmada ;devolução parcial
DEV-00838;NF-103600; 30/12/2025 ;167.19;erro pedido;Logística;Confirmada;verificar se abate comissão
DEV-00839;NF-110806;16/03/2025;R$ 35,97;Erro de pedido;Logística;confirmada ;
DEV-00840;NF-101691;12/09/25;193.23;Qualidade;Não definido;Confirmada;devolução parcial
DEV-00841;NF-111403;20/09/2025;115,78;Cliente desistiu;Logística;Confirmada;aguardando NF de entrada
DEV-00842;NF-101212;08/08/2025;506.11;Produto divergente;Não definido;confirmada ;
DEV-00843; NF-104669 ;2025-11-30;315,37;Erro de pedido;Logística;Confirmada;devolução parcial
DEV-00844;NF-109183; 29/05/2025 ;67.92;Quebra/Avaria;Qualidade;Confirmada;verificar se abate comissão
DEV-00845;NF-108255;30/10/25;56.54;Qualidade;Qualidade;Confirmada;
DEV-00846;NF-106358;04/07/2025;392.41;Qualidade;Expedição;confirmada ;aguardando NF de entrada
DEV-00847;NF-107837;12/04/25;59.89;Avaria;Não definido;Confirmada;devolução parcial
DEV-00848;NF-110398;2025-08-15;18.83;Produto divergente;comercial;confirmada ;
DEV-00849;NF-105011;18/09/2025;243.34;Preço/negociação;Comercial;Confirmada;verificar se abate comissão
DEV-00850;NF-105522;21/08/2026;53.21;Quebra/Avaria;Não definido;Cancelada;lançada no mês seguinte
DEV-00851;NF-106359;17/11/2025;268.98;Cliente desistiu;Não definido;Cancelada;aguardando NF de entrada
DEV-00852;NF-106962;26/05/2025;85.78;qualidade ;Comercial;Confirmada;verificar se abate comissão
DEV-00853;NF-108398;20/05/2025;123.63;qualidade ;Não definido;Confirmada;aguardando NF de entrada
DEV-00854;NF-108380;23/05/2026;159.11;qualidade ;Qualidade;confirmada ;verificar se abate comissão
DEV-00855;NF-106410;13/05/26;272,42;erro pedido;Expedição;Cancelada;lançada no mês seguinte
DEV-00856;NF-107655;17-02-25;130.34;Qualidade;Comercial;Cancelada;
DEV-00857;NF-100171;24/08/2025;176.80;qualidade ;Comercial;Confirmada;lançada no mês seguinte
DEV-00858;NF-111615;06-04-25;34.87;Cliente desistiu;Comercial;Cancelada;verificar se abate comissão
DEV-00859;NF-100746;23/02/2026;53.27;Qualidade;Comercial;Confirmada;
DEV-00860;NF-105886;18/07/2026;1.35;qualidade ;Qualidade;Pendente;devolução parcial
DEV-00861;NF-110904;15/11/2025;154.64;erro pedido;Expedição;Confirmada;devolução parcial
DEV-00862;NF-108924;05/03/2025;R$ 115,30;Quebra/Avaria;Expedição;Confirmada;lançada no mês seguinte
DEV-00863;NF-103544; 09/03/2025 ;66.57;Avaria;Comercial;Confirmada;
DEV-00864;NF-108399;07/06/2025;21.74;Avaria;Comercial;Cancelada;aguardando NF de entrada
DEV-00865;NF-109492; 26/05/2025 ;185.27;qualidade ;Expedição;Pendente;aguardando NF de entrada
DEV-00866;NF-106088;;24.95;qualidade ;Expedição;Confirmada;
DEV-00867;NF-105092;11/03/2026;2177.28;Erro de pedido;comercial;confirmada ;verificar se abate comissão
DEV-00868;NF-103285;19/05/2025; 143.75 ;Produto divergente;Não definido;Pendente;verificar se abate comissão
DEV-00869;NF-103294;03/05/2025;311.95;Erro de pedido;Expedição;Confirmada;lançada no mês seguinte
DEV-00870;NF-106050;30/06/2026;218.87;Quebra/Avaria;Comercial;Confirmada;
DEV-00871;NF-103501; 05/07/2025 ;514.44;Erro de pedido;Logística;Confirmada;aguardando NF de entrada
DEV-00872;NF-100947;05/12/2025;97.46;Cliente desistiu;comercial;Confirmada;devolução parcial
DEV-00873;NF-109713;;0.92;Erro de pedido;Não definido;Cancelada;aguardando NF de entrada
DEV-00874;NF-103798;28/01/2026;156.47;Avaria;Qualidade;Confirmada;aguardando NF de entrada
DEV-00875;NF-104334;21/05/25;190.50;Erro de pedido;comercial;confirmada ;
DEV-00876;NF-102078;18/07/25;62.54;Avaria;Logística;Cancelada;verificar se abate comissão
DEV-00877;NF-108057;24/01/2025;181.99;Qualidade;Logística;Confirmada;devolução parcial
DEV-00878;NF-103270;05/06/26;R$ 246,14;Erro de pedido;Logística;Pendente;verificar se abate comissão
DEV-00879;NF-105542; 24/04/2025 ;-134.20;Quebra/Avaria;Expedição;confirmada ;devolução parcial
DEV-00880;NF-107304;23/07/2025;33.58;Qualidade;Expedição;Confirmada;
DEV-00881;NF-109130; 04/01/2026 ;35.21;Qualidade;Qualidade;confirmada ;
DEV-00882;NF-107752;11/11/2025;319.76;Cliente desistiu;Não definido;Confirmada;devolução parcial
DEV-00883;NF-110100;2025-10-13;188.14;Qualidade;Expedição;Confirmada;
DEV-00884;NF-103115;22/08/2025;40.39;Qualidade;Não definido;Confirmada;lançada no mês seguinte
DEV-00885;NF-102872;17/04/2025;54.81;qualidade ;Logística;confirmada ;devolução parcial
DEV-00886;NF-110716;27/07/25;86.19;erro pedido;Qualidade;Confirmada;devolução parcial
DEV-00887;NF-102496;2025-05-29;226.58;erro pedido;Comercial;Confirmada;lançada no mês seguinte
DEV-00888;NF-102434;09/04/25;1203.38;Preço/negociação;Logística;Cancelada;aguardando NF de entrada
DEV-00889;NF-111240;01/06/2025;259.75;Erro de pedido;Cliente;Confirmada;
DEV-00890;nf-100328;2026-03-08;11.46;Avaria;Logística;Confirmada;verificar se abate comissão
DEV-00891;NF-104201;07-12-25;R$ 0,10;Avaria;Cliente;Confirmada;aguardando NF de entrada
DEV-00892;NF-106631;20/05/25;R$ 35,41;Avaria;Não definido;Confirmada;devolução parcial
DEV-00893;NF-101300;07-02-25;1844.80;Quebra/Avaria;Não definido;confirmada ;lançada no mês seguinte
DEV-00894;NF-104052;2026-05-30;141.99;Cliente desistiu;Qualidade;Cancelada;lançada no mês seguinte
DEV-00895;NF-110109;2025-10-07;530.04;Quebra/Avaria;comercial;confirmada ;aguardando NF de entrada
DEV-00896;NF-100747; 10/11/2025 ; 296.25 ;erro pedido;Cliente;Pendente;verificar se abate comissão
DEV-00897;NF-108970;28/07/2026; 82.83 ;erro pedido;comercial;Confirmada;devolução parcial
DEV-00898;NF-101886;;335.46;Quebra/Avaria;Comercial;Pendente;lançada no mês seguinte
DEV-00899;NF-102520;;1,123.90;Produto divergente;Não definido;Cancelada;verificar se abate comissão
DEV-00900;NF-105191;2025-05-21;1126.67;erro pedido;Expedição;Confirmada;verificar se abate comissão
DEV-00901;NF-104062;20-06-26;206.76;Preço/negociação;Expedição;Confirmada;verificar se abate comissão
DEV-00902;NF-102192;2025-12-20;34.34;Cliente desistiu;Expedição;Confirmada;
DEV-00903;NF-101220;14/07/2025;R$ 276,09;Quebra/Avaria;Expedição;Confirmada;
DEV-00904;NF-106545;2025-11-27;2.04;Erro de pedido;Cliente;Confirmada;
DEV-00905;NF-106473;02/02/2026;0.50;Erro de pedido;comercial;Confirmada;devolução parcial
DEV-00906;NF-104866; 07/03/2025 ;383.13;Preço/negociação;Expedição;Confirmada;verificar se abate comissão
DEV-00907;NF-102896;02/05/2025; 2.54 ;erro pedido;Logística;Confirmada;lançada no mês seguinte
DEV-00908;NF-109371;02/05/2025;197.56;Quebra/Avaria;Cliente;Confirmada;lançada no mês seguinte
DEV-00909;NF-104466; 13/04/2025 ;217.15;Produto divergente;Logística;Confirmada;devolução parcial
DEV-00910;NF-102238;03/08/2025;175.89;Erro de pedido;Qualidade;Confirmada;verificar se abate comissão
DEV-00911;NF-101505;12/06/2025;0.94;Avaria;Logística;Confirmada;verificar se abate comissão
DEV-00912;NF-101431;10/05/2026;4.70;erro pedido;Comercial;Confirmada;
DEV-00913;NF-106944;21/06/25;148.69;Qualidade;Qualidade;Pendente;
DEV-00914;NF-108723;10/09/2026;165.91;erro pedido;Comercial;Confirmada;verificar se abate comissão
DEV-00915;NF-111704;31/03/25;47.75;Avaria;Cliente;Confirmada;
DEV-00916;NF-106689;14/10/2025;190.64;Qualidade;Cliente;Pendente;
DEV-00917;NF-105150;31/08/2026;42,14;Erro de pedido;Comercial;confirmada ;aguardando NF de entrada
DEV-00918;NF-104273;08/08/2025;-49.14;Produto divergente;comercial;Confirmada;aguardando NF de entrada
DEV-00919;NF-110798;11/07/2026;9.08;Qualidade;comercial;Pendente;devolução parcial
DEV-00920;NF-108836;24/06/25;84.88;Produto divergente;comercial;Pendente;devolução parcial
DEV-00921;NF-109891;02/07/2025;R$ 179,61;Avaria;Expedição;confirmada ;aguardando NF de entrada
DEV-00922;NF-100551;14/08/2025;255.20;Qualidade;Comercial;Pendente;lançada no mês seguinte
DEV-00923;NF-105602;12/05/26;111.62;qualidade ;comercial;confirmada ;devolução parcial
DEV-00924;NF-109392;09-06-25;8,01;Erro de pedido;comercial;confirmada ;lançada no mês seguinte
DEV-00925;NF-109326;26/05/26; 52.55 ;Avaria;Comercial;Cancelada;aguardando NF de entrada
DEV-00926;NF-103232;;28.95;Qualidade;Logística;Confirmada;verificar se abate comissão
DEV-00927;NF-104359;21/07/2025; 296.92 ;qualidade ;Expedição;Confirmada;lançada no mês seguinte
DEV-00928;NF-107604; 24/02/2025 ;131.08;erro pedido;comercial;Confirmada;aguardando NF de entrada
DEV-00929;NF-103256;06/04/2025;336.80;Cliente desistiu;Comercial;confirmada ;devolução parcial
DEV-00930;NF-103364;12/06/2026;4.75;Avaria;Qualidade;Cancelada;devolução parcial
DEV-00931;NF-111745;12/03/2025;35.11;Qualidade;Qualidade;Confirmada;verificar se abate comissão
DEV-00932;NF-101872;2025-05-01;14,72;Produto divergente;Logística;Confirmada;aguardando NF de entrada
DEV-00933;NF-104481;13/01/2026;4107.47;Qualidade;comercial;Confirmada;
DEV-00934;NF-110405;2026-04-15;R$ 50,69;Cliente desistiu;Qualidade;Pendente;
DEV-00935;NF-102270;10/08/2025;125.96;Qualidade;Comercial;Confirmada;aguardando NF de entrada
DEV-00936;NF-110388;27/04/2026;R$ 30,10;qualidade ;comercial;confirmada ;
DEV-00937;;25-07-25;46.00;Preço/negociação;comercial;confirmada ;
DEV-00938;NF-106912;;61.37;Erro de pedido;Expedição;Pendente;
DEV-00939;;2026-04-21;0.01;Cliente desistiu;Qualidade;Confirmada;aguardando NF de entrada
DEV-00940;NF-100055;23/12/2025;1252.73;Erro de pedido;Não definido;confirmada ;verificar se abate comissão
DEV-00941;NF-109260;11/04/2026;R$ 21,78;Erro de pedido;Qualidade;Pendente;aguardando NF de entrada
DEV-00942;NF-107981;25/03/2026; 814.29 ;erro pedido;Expedição;Confirmada;devolução parcial
DEV-00943;NF-106311;2026-05-21;104.21;Qualidade;Não definido;Confirmada;verificar se abate comissão
DEV-00944;NF-110752; 18/08/2026 ;59.65;qualidade ;Comercial;Cancelada;devolução parcial
DEV-00945;NF-102479;14/10/2025;129,70;Avaria;Comercial;confirmada ;lançada no mês seguinte
DEV-00946;NF-104451; 17/01/2026 ;10.98;Qualidade;Logística;Confirmada;devolução parcial
DEV-00947;NF-111944;21-06-25;455.36;Cliente desistiu;Expedição;Pendente;devolução parcial
DEV-00948;nf-106790;06/06/2025;552.49;Cliente desistiu;Comercial;Cancelada;devolução parcial
DEV-00949;NF-100571;28-04-25;R$ 184,16;erro pedido;comercial;Confirmada;
DEV-00950;NF-111245;17-06-26;110,37;Produto divergente;Qualidade;Confirmada;aguardando NF de entrada
DEV-00951;NF-110849; 17/12/2025 ; 8.39 ;Cliente desistiu;Comercial;Confirmada;lançada no mês seguinte
DEV-00952;NF-111775;08/12/25;73.60;Cliente desistiu;Não definido;confirmada ;lançada no mês seguinte
DEV-00953;NF-100690;09/06/2025;11.17;Avaria;Comercial;Confirmada;
DEV-00954;NF-109714;30/06/25;112.48;Preço/negociação;Cliente;confirmada ;lançada no mês seguinte
DEV-00955;NF-104602;20-04-25;103.10;qualidade ;Expedição;confirmada ;devolução parcial
DEV-00956;NF-106298;12/07/2026;89,19;Quebra/Avaria;comercial;Pendente;verificar se abate comissão
DEV-00957;NF-103627;26-10-25;-162.59;Produto divergente;Comercial;Cancelada;
DEV-00958;NF-105600;15-05-26;149.41;erro pedido;Logística;Cancelada;aguardando NF de entrada
DEV-00959;NF-100039;2025-05-07;191,52;Qualidade;Expedição;confirmada ;lançada no mês seguinte
DEV-00960;NF-103682;04/07/2026;560.46;Cliente desistiu;Cliente;confirmada ;devolução parcial
DEV-00961;NF-102274;02/06/2025;138.83;Erro de pedido;Qualidade;Confirmada;
DEV-00962;NF-111348;13/02/2026;2.51;Preço/negociação;comercial;Confirmada;verificar se abate comissão
DEV-00963;NF-106340;2026-03-04;R$ 36,80;Produto divergente;Comercial;Confirmada;
DEV-00964;NF-107395;2026-02-28;24.30;qualidade ;Comercial;Confirmada;
DEV-00965;NF-102035;05/12/2025; 1210.78 ;qualidade ;Qualidade;confirmada ;devolução parcial
DEV-00966;NF-108065;26/04/2025; 127.66 ;qualidade ;comercial;confirmada ;devolução parcial
DEV-00967;NF-104056;25/03/25;79.69;Qualidade;Logística;confirmada ;verificar se abate comissão
DEV-00968;NF-102136;27/09/2025;698.13;Qualidade;Cliente;Cancelada;devolução parcial
DEV-00969;NF-102867;28/09/2025;2023.33;Produto divergente;Cliente;Confirmada;
DEV-00970;NF-111542;2025-05-03;47,37;Cliente desistiu;Expedição;confirmada ;verificar se abate comissão
DEV-00971;NF-103532;26/01/2026;R$ 55,54;qualidade ;Qualidade;Pendente;aguardando NF de entrada
DEV-00972; NF-110603 ;14/01/2025;82.87;Cliente desistiu;Comercial;Confirmada;verificar se abate comissão
DEV-00973;NF-110740;01/01/2026;79.97;Qualidade;Não definido;Confirmada;
DEV-00974;NF-105331;06/12/2025;3501.19;erro pedido;Cliente;Confirmada;verificar se abate comissão
DEV-00975;NF-101822;07/01/2026;R$ 64,72;Qualidade;Logística;confirmada ;lançada no mês seguinte
DEV-00976;NF-107303;02/08/2026;8.53;qualidade ;Não definido;Cancelada;aguardando NF de entrada
DEV-00977;NF-106498;26/05/2025;98.14;Cliente desistiu;Cliente;Confirmada;aguardando NF de entrada
DEV-00978;NF-104503;;280.66;Preço/negociação;Logística;Confirmada;verificar se abate comissão
DEV-00979;NF-101541;03/04/2025;524,08;erro pedido;Logística;Pendente;
DEV-00980;NF-108827;2025-13-10;2665.08;erro pedido;Qualidade;confirmada ;
DEV-00981;NF-108997;2025-02-19;9.88;Cliente desistiu;Comercial;Confirmada;lançada no mês seguinte
DEV-00982;NF-104650;09/10/2025;900.69;Preço/negociação;comercial;Confirmada;lançada no mês seguinte
DEV-00983;NF-101248;;83.97;erro pedido;Expedição;confirmada ;verificar se abate comissão
DEV-00984;NF-108157;16/02/25;10.32;Erro de pedido;Qualidade;Confirmada;lançada no mês seguinte
DEV-00985;NF-107404;19-01-26;193.67;Preço/negociação;Cliente;Confirmada;verificar se abate comissão
DEV-00986;NF-107113;19/06/25;499.91;Avaria;Não definido;Confirmada;
DEV-00987;NF-110413;03-12-25;1.53;Cliente desistiu;Qualidade;Confirmada;lançada no mês seguinte
DEV-00988;NF-103187;01/09/2025; 161.00 ;Avaria;Cliente;Confirmada;
DEV-00989;NF-110126;02-06-25;234,62;Quebra/Avaria;Cliente;Confirmada;
DEV-00990;NF-104565; 31/01/2025 ;-596.34;Preço/negociação;Comercial;Confirmada;verificar se abate comissão
DEV-00991;NF-102950;15/04/2025;365.49;qualidade ;Expedição;Confirmada;lançada no mês seguinte
DEV-00992;NF-100421;22/03/2025;48.15;Quebra/Avaria;Qualidade;Confirmada;verificar se abate comissão
DEV-00993;NF-111128;2025-11-21; 140.13 ;Erro de pedido;Cliente;Confirmada;aguardando NF de entrada
DEV-00994;NF-107382;2026-01-21;284.22;erro pedido;comercial;confirmada ;lançada no mês seguinte
DEV-00995;NF-109823;20/07/2025;17.62;Cliente desistiu;Cliente;confirmada ;
DEV-00996;NF-103254;18/04/2025;98,59;qualidade ;comercial;Confirmada;aguardando NF de entrada
DEV-00997;NF-109877;02/04/2026;334.06;erro pedido;Comercial;Confirmada;
DEV-00998;NF-105741;20-11-25;113.15;Preço/negociação;comercial;Pendente;lançada no mês seguinte
DEV-00999;NF-104085;13/05/2026;27.89;Produto divergente;Comercial;Confirmada;devolução parcial
DEV-01000;NF-109564;05-01-26;165.44;Quebra/Avaria;Comercial;confirmada ;verificar se abate comissão
DEV-01001;NF-100105;2026-03-22;45.57;Qualidade;Cliente;Confirmada;lançada no mês seguinte
DEV-01002;NF-100104; 29/06/2025 ;398.76;Avaria;Qualidade;Confirmada;verificar se abate comissão
DEV-01003;NF-104000;18/12/2025;69.09;Quebra/Avaria;Não definido;Confirmada;
DEV-01004;NF-109106;07/05/25;R$ 202,50;Avaria;Logística;Pendente;devolução parcial
DEV-01005;NF-110428; 13/11/2025 ;9.03;Avaria;Comercial;Pendente;verificar se abate comissão
DEV-01006;NF-100022;22/02/2026;135.91;Preço/negociação;Expedição;Confirmada;lançada no mês seguinte
DEV-01007;NF-108059;2025-08-03;28.97;erro pedido;Não definido;confirmada ;
DEV-01008;NF-107001;16/04/2026;27.30;Cliente desistiu;comercial;Confirmada;
DEV-01009;NF-110521;15/10/2025;43.56;Cliente desistiu;Logística;Confirmada;
DEV-01010;NF-107485;12/07/2025;30.26;erro pedido;Não definido;Confirmada;lançada no mês seguinte
DEV-01011;NF-110531;24/08/2025;14.05;Cliente desistiu;Expedição;Confirmada;
DEV-01012;NF-104092;23/02/26;75.02;Quebra/Avaria;Expedição;Cancelada;aguardando NF de entrada
DEV-01013;NF-110394;04/04/2026;116.38;Qualidade;comercial;Pendente;devolução parcial
DEV-01014;NF-106437;23-12-25;221.52;Quebra/Avaria;Qualidade;confirmada ;lançada no mês seguinte
DEV-01015;NF-102431; 07/08/2025 ;142.66;qualidade ;comercial;confirmada ;verificar se abate comissão
DEV-01016;NF-100701;2025-09-04;55.55;Produto divergente;Expedição;Confirmada;devolução parcial
DEV-01017;NF-102886;17/11/2025;125.91;Qualidade;Cliente;Confirmada;
DEV-01018;nf-106127;19/06/2026;90.92;qualidade ;Expedição;Pendente;lançada no mês seguinte
DEV-01019;NF-102964; 09/12/2025 ;51.97;Quebra/Avaria;Qualidade;Pendente;
DEV-01020;NF-111466;10/07/2025;307.50;Erro de pedido;comercial;confirmada ;aguardando NF de entrada
DEV-01021;NF-111373; 29/03/2026 ;93.71;Qualidade;Comercial;Confirmada;lançada no mês seguinte
DEV-01022;NF-100960;24/07/2026;25.44;Qualidade;Qualidade;Confirmada;lançada no mês seguinte
DEV-01023;NF-106900;16-07-25;50.47;Cliente desistiu;Expedição;Cancelada;
DEV-01024;NF-111644;03/11/2025;R$ 15,21;erro pedido;Qualidade;confirmada ;verificar se abate comissão
DEV-01025; NF-108129 ;14/07/2025;290.91;Quebra/Avaria;Não definido;Confirmada;verificar se abate comissão
DEV-01026;NF-107085;12/07/2025;1343.14;Erro de pedido;comercial;Confirmada;lançada no mês seguinte
DEV-01027; NF-107025 ;13/05/2025;20.71;Avaria;comercial;Confirmada;
DEV-01028;NF-100845;2025-05-11;-169.22;Cliente desistiu;Comercial;Cancelada;aguardando NF de entrada
DEV-01029;NF-107939;21-11-25;74.42;qualidade ;Qualidade;confirmada ;
DEV-01030;NF-106632;25/09/2025;5.04;Preço/negociação;comercial;Cancelada;devolução parcial
DEV-01031;NF-107733;2026-03-07;2.64;Erro de pedido;Cliente;confirmada ;lançada no mês seguinte
DEV-01032;NF-111438;29/04/26; 383.18 ;Qualidade;Cliente;Pendente;lançada no mês seguinte
DEV-01033;NF-109114;06/05/2026;4106.22;Cliente desistiu;Logística;Confirmada;verificar se abate comissão
DEV-01034;NF-106323;02/11/2025;71.15;Preço/negociação;Cliente;Cancelada;devolução parcial
DEV-01035;NF-109617;02/11/2025;766.98;Produto divergente;Comercial;Confirmada;
DEV-01036;NF-100706;19/05/2025;17,73;Cliente desistiu;Cliente;Pendente;aguardando NF de entrada
DEV-01037;NF-104725;09/07/2026;104.54;qualidade ;Expedição;Confirmada;devolução parcial
DEV-01038;NF-101041;22/12/2025;374.90;Cliente desistiu;Qualidade;confirmada ;verificar se abate comissão
DEV-01039;NF-110309;22/03/2025;111.35;Quebra/Avaria;Qualidade;Cancelada;aguardando NF de entrada
DEV-01040;NF-106081;16/10/2025;164.87;Quebra/Avaria;Qualidade;Confirmada;verificar se abate comissão
DEV-01041;NF-102791;17-09-25;72.21;Preço/negociação;Cliente;Cancelada;lançada no mês seguinte
DEV-01042;NF-100938;07/03/2026;20.34;Avaria;Cliente;Confirmada;
DEV-01043;NF-101612; 25/01/2026 ;1.96;Avaria;Não definido;Cancelada;lançada no mês seguinte
DEV-01044;NF-109875;20/01/2026;15,22;Cliente desistiu;Não definido;Confirmada;lançada no mês seguinte
DEV-01045;NF-104082;20-05-25; 503.27 ;Produto divergente;comercial;Confirmada;verificar se abate comissão
DEV-01046;NF-102288; 18/07/2025 ;81.25;Cliente desistiu;Qualidade;Confirmada;lançada no mês seguinte
DEV-01047;NF-107457;26/09/2025;102.20;Produto divergente;Não definido;Confirmada;
DEV-01048;NF-110776;05/04/2025; 209.44 ;Produto divergente;Comercial;Confirmada;verificar se abate comissão
DEV-01049;NF-108776;2025-11-16;16,63;Qualidade;Comercial;Confirmada;devolução parcial
DEV-01050;NF-106383;29-08-26;104.77;erro pedido;Comercial;Confirmada;aguardando NF de entrada
DEV-01051;NF-107318;2025-06-08;31.75;erro pedido;Expedição;Pendente;verificar se abate comissão
DEV-01052;NF-101656;; 27.67 ;Cliente desistiu;comercial;Pendente;devolução parcial
DEV-01053;NF-109705;05/07/2026;2.10;Erro de pedido;Cliente;Pendente;devolução parcial
DEV-01054;NF-107444;16/08/2025;32.59;Qualidade;Qualidade;Confirmada;
DEV-01055;NF-108626;2025-08-05;3.10;Cliente desistiu;Comercial;Confirmada;lançada no mês seguinte
DEV-01056;NF-102941;04/06/2026; 53.53 ;qualidade ;comercial;confirmada ;devolução parcial
DEV-01057;NF-108463;2025-09-10;138.05;Cliente desistiu;Cliente;Confirmada;verificar se abate comissão
DEV-01058;NF-110217;16/06/2026;121.84;Produto divergente;Comercial;confirmada ;
DEV-01059;NF-103702;27/06/2026;275.97;erro pedido;Comercial;Cancelada;verificar se abate comissão
DEV-01060;NF-101968;2025-09-25;601.27;erro pedido;Não definido;Confirmada;
DEV-01061;NF-106597;31/05/2026;156,69;Erro de pedido;Cliente;Confirmada;lançada no mês seguinte
DEV-01062;NF-103832;09/05/2025;43.48;Preço/negociação;Expedição;confirmada ;
DEV-01063;NF-106917;30/06/2026;25.70;Preço/negociação;Logística;Pendente;
DEV-01064;NF-102097;26/04/2025;34.01;Produto divergente;Não definido;confirmada ;aguardando NF de entrada
DEV-01065;NF-107847;02/10/2025;72.86;Erro de pedido;Comercial;Confirmada;verificar se abate comissão
DEV-01066;NF-106439;2025-10-10;267.93;qualidade ;Comercial;Confirmada;aguardando NF de entrada
DEV-01067;NF-107883;2025-12-25;243.95;Qualidade;Cliente;Confirmada;devolução parcial
DEV-01068;NF-109385;23/09/2025;122.97;Erro de pedido;comercial;confirmada ;lançada no mês seguinte
DEV-01069;NF-109625;04/06/2025;455,94;erro pedido;Logística;Pendente;
DEV-01070;NF-107728;24/09/2025;707.49;Preço/negociação;comercial;Confirmada;lançada no mês seguinte
DEV-01071;NF-107297;11/08/2026;7.56;Qualidade;Não definido;confirmada ;devolução parcial
DEV-01072;NF-103401;28/05/2025;26.08;Qualidade;comercial;Cancelada;
DEV-01073;NF-111229;30/01/2026;R$ 3,71;Quebra/Avaria;Expedição;Confirmada;lançada no mês seguinte
DEV-01074;NF-107219;2025-06-06;68.33;Produto divergente;Logística;Confirmada;aguardando NF de entrada
DEV-01075;NF-100849;23/08/2025;313,75;Produto divergente;Logística;Confirmada;verificar se abate comissão
DEV-01076;NF-100792;19/03/2026;115.17;erro pedido;Não definido;confirmada ;
DEV-01077;NF-111761;26/03/2025;10.08;Qualidade;Qualidade;confirmada ;lançada no mês seguinte
DEV-01078;NF-105352;25/07/2025;36.04;Preço/negociação;Não definido;Confirmada;
DEV-01079;NF-106918;14/08/2025;53.85;Preço/negociação;Não definido;Confirmada;devolução parcial
DEV-01080;NF-105816; 26/02/2026 ;0.18;erro pedido;Expedição;Pendente;devolução parcial
DEV-01081;NF-106565;14/11/2025;34.78;Qualidade;Não definido;confirmada ;verificar se abate comissão
DEV-01082;NF-102822;2026-05-28;138.93;Cliente desistiu;Expedição;Pendente;
DEV-01083;NF-104779;01/05/2025; 307.51 ;Preço/negociação;comercial;Confirmada;
DEV-01084;NF-101951;20/02/2026;361.76;Produto divergente;Expedição;Confirmada;devolução parcial
DEV-01085;NF-108393; 24/05/2026 ;13.62;Qualidade;Logística;Cancelada;lançada no mês seguinte
DEV-01086;NF-101853;03/10/2025;593.64;Cliente desistiu;Cliente;Confirmada;devolução parcial
DEV-01087;NF-101281;2026-01-01;615,61;Avaria;Expedição;Pendente;lançada no mês seguinte
DEV-01088;NF-102577;2025-13-10;136.92;Quebra/Avaria;Comercial;Confirmada;
DEV-01089;NF-102875;29/10/2025;38.33;Cliente desistiu;Comercial;Confirmada;devolução parcial
DEV-01090;NF-110749;2025-04-13;1.10;Produto divergente;Cliente;Confirmada;
DEV-01091;NF-110780;00/01/2026;R$ 0,62;Cliente desistiu;Logística;Cancelada;devolução parcial
DEV-01092;NF-103217;29/01/2025;84.70;Produto divergente;Qualidade;Cancelada;
DEV-01093;NF-105999;04/06/2026;17.81;erro pedido;Comercial;confirmada ;verificar se abate comissão
DEV-01094;NF-108127;26-03-25;25.65;Preço/negociação;Não definido;Confirmada;aguardando NF de entrada
DEV-01095;NF-107776;03-07-25;135.71;Qualidade;Logística;Cancelada;verificar se abate comissão
DEV-01096;NF-105328;17/07/2025;R$ 59,16;qualidade ;comercial;Confirmada;lançada no mês seguinte
DEV-01097;NF-105803;12/05/26;89.06;Erro de pedido;comercial;Confirmada;verificar se abate comissão
DEV-01098;NF-100694;12/05/2025;41.78;Erro de pedido;Logística;Cancelada;aguardando NF de entrada
DEV-01099;NF-103555;13/10/2025;6.67;qualidade ;Comercial;Confirmada;devolução parcial
DEV-01100;NF-101069;01/04/2025;119.10;Preço/negociação;Cliente;Confirmada;lançada no mês seguinte
DEV-01101;NF-102345;21/03/2026;17,72;Preço/negociação;Logística;Confirmada;aguardando NF de entrada
DEV-01102; NF-101435 ;30/01/25;21.95;Cliente desistiu;Qualidade;Confirmada;aguardando NF de entrada
DEV-01103;NF-100708;28/04/2025;435.52;Qualidade;Comercial;Confirmada;devolução parcial
DEV-01104;NF-110949; 26/07/2026 ;51.56;Preço/negociação;comercial;Cancelada;aguardando NF de entrada
DEV-01105;NF-108800;11/07/2026;17.09;Qualidade;Não definido;Confirmada;
DEV-01106;NF-103548;2025-11-26;67.04;Avaria;comercial;Pendente;verificar se abate comissão
DEV-01107;NF-100404;03/06/2025;61.61;Preço/negociação;Logística;Confirmada;devolução parcial
DEV-01108;NF-111188;;8.46;erro pedido;Não definido;confirmada ;lançada no mês seguinte
DEV-01109;NF-100579;06/05/2026; 11.62 ;Erro de pedido;Expedição;Pendente;verificar se abate comissão
DEV-01110;NF-111530;26-08-26;124.35;qualidade ;Comercial;Cancelada;lançada no mês seguinte
DEV-01111;NF-108363;2025-03-26;163.08;Produto divergente;Expedição;Confirmada;
