id_pedido;id_item;data_pedido;data_faturamento;codigo_cliente;cliente;grupo_cliente;vendedor_id;vendedor;codigo_produto;produto;familia_produto;quantidade;valor_unitario;valor_bruto;desconto_percentual;desconto_valor;valor_liquido_nf;status_pedido;numero_nf;estabelecimento;canal_venda;tipo_operacao;fonte_sistema;observacao
PED-2025-09512;ITEM-09512;22/10/2025;01-11-25;C0014;Nova Casa Ltda;Consumidor Final;V008;Henrique Martins;P0084;Vidro Laminado Verde 8mm;Vidro Laminado; 2 ;459.91;919.83;11.56;106.33;813.50;Faturado ;NF-109512;1-NewGlass;Loja;Venda futura;Importação CSV;verificar comissão
PED-2026-09513;ITEM-09513;08/02/2026;18/02/2026;C0030;DGLASS PARCEIROS;Franquia;V008;Henrique Martins;P0135;Parafuso 11;Acessórios;3;69.30;207.91;95.14;197.80;10.11;Bonificação ;NF-109513;03-DGlass;WhatsApp;Bonificação;Planilha manual;
PED-2025-09514;ITEM-09514;08/10/2025;20/10/2025;C0014; Nova Casa ;Consumidor Final;V001;Ana Souza;P0079;Kit Instalação 13;Acessórios; 1 ;72.56;72.56;9.02;6.55;66.01;Faturado ;NF-109514;01 - New Glass;Representante;Venda;ERP;verificar comissão
PED-2025-09515;ITEM-09515;31/03/2025;11/04/2025;C0040;Orion Decor;Franquia;V005;Elaine C.;P0003;Trilho Modelo 333;Ferragens;3;262.00;785.99;7.62;59.90;726.09;Cancelado;NF-109515;1-NewGlass;Venda Interna;Reposição;Importação CSV;
PED-2025-09516;ITEM-09516;28/03/2025;03-04-25;C0038;Master Glass;Revenda;V004;D. Rocha;P0094;Vidro Laminado Verde 10mm;Vidro Laminado;12;657.25;7887.00;99.40;7839.36;47,64;Bonificação;NF-109516;D-Glass;WhatsApp;Bonificação;ConstruShow;cliente pediu urgência
PED-2025-09517;ITEM-09517;30/03/2025;01/04/2025;C0036; JBR Esquadrias ;Representante;V007;Gabi Nunes;P0034;Espelho Bronze 6mm;Espelhos;1;456,49; 456.49 ;8.63;39.38; 417.11 ;DEV PARCIAL;NF-109517;01 - New Glass;Venda Interna;Venda;Importação CSV;verificar comissão
PED-2026-09518;ITEM-09518;2026-03-15;2026-03-17;C0031;Estrela Box Ltda;Construtora;V006;Felipe A.;P0054;Box Canto 190cm;Box Banheiro;1,0; 858.86 ; 858.86 ;1.81;15.57;843.29;Faturado ;NF-109518;03 - DGlass;Representante;Venda;Construshow;
PED-2025-09519;ITEM-09519;22-01-25;2025-01-30;C0032;Forte Alumínio;Arquitetura;V005;Elaine C.;P0118 ;Kit Instalação 16;Acessórios;2;16.20;32.39;97,57;31.60;0.79;Bonificacao;NF-109519;03 - DGlass;Key Account;Bonificação;Construshow;pedido refeito
PED-2026-09520;ITEM-09520;05-04-26;11/04/26;C0024; Xavier Arquitetura ;Construtora;V005;ELAINE COSTA;P0123;Espelho Lapidado 6mm;Espelhos;N/D;117.05;117.05;15.85;18,55;98.50;Faturado ;NF-109520;D-Glass;Loja;Venda;Planilha manual;
PED-2025-09521;ITEM-09521;15/02/25;25/02/2025;C0015; Omega Reformas ;Construtora;V003;Carla M.;P0046;Perfil Box 2m;Perfis de Alumínio;4;R$ 243,73;R$ 974,90;10.62; 103.58 ;871.32;Devolvido Total;NF-109521;03 - DGlass;E-commerce;Venda;Construshow;devolução em análise
PED-2025-09522;ITEM-09522;30/08/2025;05/09/25;C0027; Araucária Vidros ;Revenda;V006;Felipe A.;P0044;Roldana Modelo 516;Ferragens;13;75.71;984,26;11,38;112.06;872.20;Faturado ;NF-109522;1-NewGlass;Representante;Venda;Construshow;devolução em análise
PED-2026-09523;ITEM-09523;24/05/2026;2026-05-24;C0017;Quality Box;Construtora;V007;G. Nunes;P0094;Vidro Laminado Verde 10mm;Vidro Laminado;1;788.75;788,75;10.17;80.22;708.53;Cancel.;NF-109523;D-Glass;Representante;Venda;Construshow;
PED-2025-09524;ITEM-09524;08/01/2025;19/01/2025;C0017;Quality Box;Construtora;V004;DIEGO ROCHA;P0053;Espelho Prata 6mm;Espelhos;1; 237.83 ;237.83;1.57;3.73;234,10;Faturado;NF-109524;D-Glass;Venda Interna;Venda;Importação CSV;
PED-2025-09525;ITEM-09525; 29/08/2025 ;;;Master Glass;Revenda;;DIEGO ROCHA;P0135;Parafuso 11;Acessórios;3;65.02;195.07;9.76;R$ 19,04;176.03;Em aberto;;D-Glass;Representante;Venda;Importação CSV;devolução em análise
PED-2025-09526;ITEM-09526;06/07/2025;13/07/2025;C0001;ALFA VIDROS;Revenda;V004;D. Rocha;P0081;Espelho Prata 3mm;Espelhos;1;274,75;274.75;9,88;27,15;247.60;Faturado ;NF-109526;01 - New Glass;E-commerce;Venda;ERP;cliente pediu urgência
PED-2025-09527;ITEM-09527;06/08/2025;2025-08-06;C0017;Quality Box;Construtora;V001;Ana S.;P0100;Vidro Laminado Incolor 8mm;Vidro Laminado;1;774.98;774.98;16.98;131.58;643.40;DEV TOTAL;NF-109527;D-Glass;Loja;Reposição;ConstruShow;verificar comissão
PED-2025-09528;ITEM-09528;22-08-25;28/08/2025;C0015;OMEGA REFORMAS;Construtora;V001;Ana Souza;P0041;Espelho Lapidado 4mm;Espelhos;2;453.15;906.30;12.80;116.02;790.28;FATURADO;NF-109528;02 - Link Glass;E-commerce;Reposição;ERP;frete negociado
PED-2026-09529;ITEM-09529; 05/02/2026 ;09-02-26;C0028;Barigui Obras;Construtora;V006;Felipe A.;P0071;Perfil H 3m;Perfis de Alumínio;3;161.60;484.81;14.00;67.87;416.94;faturado;NF-109529;1-NewGlass;Key Account;Venda;Construshow;devolução em análise
PED-2025-09530;ITEM-09530;22/04/2025;30/04/2025;C0022; Viva Lar ;Representante;V006;Felipe A.;P0122;Box Articulado 200cm;Box Banheiro;1;482.59;482.59;1.81%;8.75;473.84;cancelado;NF-109530;03-DGlass;E-commerce;Venda;ConstruShow;
PED-2025-09531;ITEM-09531;31/07/2025;08/08/2025;C0030;DGlass Parceiros;Franquia;V007;GABRIELA NUNES;P0003;Trilho Modelo 333;Ferragens;1;213.93;213.93;12.91;27.61;186.32;devolvido parcial;NF-109531;01 - New Glass;Venda Interna;Venda;Importação CSV;cliente pediu urgência
PED-2025-09532;ITEM-09532;05/10/2025;2025-10-10;C0020;Top Vidros;Consumidor Final;V001;A. Souza;P0007;Medição Técnica 7;Serviços;12,0;573.62;6883,45;12.68;872.81;6010.64;DEV PARCIAL;NF-109532;03-DGlass;Key Account;Reposição;Importação CSV;frete negociado
PED-2025-09533;ITEM-09533;04/02/2025;07/02/2025;C0026;Zeta Interiores;Arquitetura;V008;H. Martins;P0028;Perfil H 2m;Perfis de Alumínio;23;219.02;5037,39;10.39;523.45;4513.94;Devolvido Total;NF-109533;02 - Link Glass;Venda Interna;Reposição;ConstruShow;pedido refeito
PED-2026-09534;ITEM-09534;19/03/2026;30/03/26;C0010; Jardim Vidros ;Construtora;V005;Elaine C.;P0115;Medição Técnica 5;Serviços;1;425.65;425.65;17,98;76.52;349.13;Devolvido Total;NF-109534;03-DGlass;E-commerce;Venda;Construshow;verificar comissão
PED-2026-09535;ITEM-09535;07/05/2026;15/05/2026;C0023;WALL GLASS;Consumidor Final;V001;Ana S.;P0137;Box Articulado 200cm;Box Banheiro;1; 948.80 ;948.80;;199.33;749,47;FATURADO;NF-109535;02 - Link Glass;Venda Interna;Venda;ConstruShow;verificar comissão
PED-2025-09536;ITEM-09536;01/03/2025;2025-03-10;C0011;Kappa Decor Ltda;Consumidor Final;V004;D. Rocha;P0047;Vidro Laminado Incolor 6mm;Vidro Laminado;2; 309.80 ;619.59;4,23;26.21;593.38;Devolvido Parcial;NF-109536;D-Glass;Key Account;Venda;Construshow;pedido refeito
PED-2025-09537;ITEM-09537;2025-11-03;2025-11-03;C0040;Orion Decor Ltda;Franquia;V007;Gabriela Nunes;P0020;Perfil Porta 4m;Perfis de Alumínio;3;246.73;740.18;10.03;74.23;665.95;FATURADO;NF-109537;02 - Link Glass;Loja;Reposição;ConstruShow;devolução em análise
PED-2025-09538;ITEM-09538;20-05-25;2025-05-28;C0008;Habitat Design;Consumidor Final;V004;D. Rocha;P0011;BOX ARTICULADO 190CM;Box Banheiro;2;1188.67;2377.34;8,79;209.07;R$ 2.168,27;FATURADO;NF-109538;D-Glass;Representante;Reposição;Construshow;cliente pediu urgência
PED-2026-09539;ITEM-09539;14/06/2026;20/06/2026;C0034;Horizonte Vidros Ltda;Arquitetura;V003;CARLA MENDES;P0122;Box Articulado 200cm;Box Banheiro;3;868.03;2604.09;15.03; 391.31 ;2212.78;Devolvido Total;NF-109539;03 - DGlass;Representante;Reposição;ERP;
PED-2025-09540;ITEM-09540;08/04/2025;17/04/2025;C0010; Jardim Vidros ;Construtora;V003;Carla Mendes;P0121;Suporte Modelo 623;Ferragens;2;R$ 155,76;311.52;11.05;34.43;277.09;Faturado ;NF-109540;03-DGlass;Key Account;Venda futura;ConstruShow;cliente pediu urgência
PED-2025-09541;ITEM-09541;11/05/2025;16/05/2025;C0001; Alfa Vidros ;Revenda;V006;FELIPE ALVES;P0075;VIDRO LAMINADO VERDE 8MM;Vidro Laminado;2;398.41;796.82;7.22;57.56;739.26;Devolvido Parcial;NF-109541;02 - Link Glass;Key Account;Venda;ERP;
PED-2025-09542;ITEM-09542;01/12/2025;07/12/2025;C0002; Beta Construções ;Consumidor Final;V003;C. Mendes;P0025;Vidro Temperado Incolor 6mm;Vidro Temperado;1,0;302.18;302.18;8.75;26.43;R$ 275,75;Dev. Total;NF-109542;D-Glass;E-commerce;Venda futura;ERP;devolução em análise
PED-2025-09543;ITEM-09543; 18/12/2025 ;20/12/2025;C0023;Wall Glass;Consumidor Final;V003;Carla Mendes;P0010;Espelho Lapidado 4mm;Espelhos;1;313.75;313.75;8.90%;27.92;285.83;Faturado;NF-109543;02 - Link Glass;Representante;Venda;ConstruShow;cliente pediu urgência
PED-2026-09544;ITEM-09544;18/03/2026;2026-03-28;C0016; Prime Glass ;Consumidor Final;V005;ELAINE COSTA;P0051;Medição Técnica 8;Serviços;1;R$ 145,15; 145.15 ;13.79;20.02;125.13;Devolvido Parcial;NF-109544;1-NewGlass;Representante;Venda;ERP;cliente pediu urgência
PED-2025-09545;ITEM-09545;27/08/2025;07/09/2025;C0033;GAMA PROJETOS;Consumidor Final;V007;Gabriela Nunes;P0095;Perfil U 6m;Perfis de Alumínio;2;140,58; 281.15 ;9.28%;26,10;255.05;Faturado ;NF-109545;01 - New Glass;Key Account;Venda;ERP;
PED-2026-09546;ITEM-09546;08/04/2026;11/04/2026;C0013;Matriz Construcões;Arquitetura;V003;Carla M.;P0044;Roldana Modelo 516;Ferragens;1;99.92;99.92;10.43;10,42;89.50;FATURADO;NF-109546;02 - Link Glass;WhatsApp;Reposição;Planilha manual;pedido refeito
PED-2025-09547;ITEM-09547;17/11/2025;19/11/2025;C0019;Solar Alumínio;Arquitetura;V005;Elaine C.;P0067;Perfil Porta 3m;Perfis de Alumínio;3,0;346.83;1040.48;13.23;137.68;902.80;Pedido em Aberto;NF-109547;03 - DGlass;Representante;Venda;Planilha manual;devolução em análise
PED-2025-09548;ITEM-09548;05-06-25;2025-06-06;C0032;FORTE ALUMÍNIO;Arquitetura;V008;Henrique Martins;P0112;Perfil Porta 6m;Sem familia;14;54.90;768.54;9.76; 75.03 ;R$ 693,51;faturado;NF-109548;03 - DGlass;E-commerce;Reposição;Planilha manual;frete negociado
PED-2025-09549;ITEM-09549;2025-02-25;01/03/2025;C0039;Nobre Engenharia;Revenda;V004;Diego R.;P0139;Dobradiça Modelo 773;Ferragens;1;212,28; 212.28 ;7.55;16.04;196.24;Faturado ;NF-109549;01 - New Glass;Venda Interna;Venda futura;ERP;cliente pediu urgência
PED-2026-09550;ITEM-09550;28/01/2026;07/02/26;C0036;JBR ESQUADRIAS;Representante;V001;ANA SOUZA;P0095;Perfil U 6m;Perfis de Alumínio;6;R$ 164,50;987.00;12.12;119.60;867.40;Faturado ;NF-109550;D-Glass;Loja;Venda futura;ConstruShow;
PED-2025-09551;ITEM-09551;12/02/25; 13/02/2025 ;C0015;Omega Reformas Ltda;Construtora;V004;Diego R.;P0082;Vidro Laminado Acústico 8mm;Vidro Laminado;1;493.75;493.75;13.93;68.80;424.95;devolvido parcial;NF-109551;1-NewGlass;WhatsApp;Reposição;Importação CSV;cliente pediu urgência
PED-2026-09552;ITEM-09552;20/05/2026;01/06/26;C0025;Ypê Construcões;Consumidor Final;V005;E. Costa;P0091;Instalação 6;Serviços;1;R$ 420,47; 420.47 ;12.24%;51.47;369,00;faturado;NF-109552;03-DGlass;Venda Interna;Venda;Planilha manual;cliente pediu urgência
PED-2025-09553;ITEM-09553;15/08/25;2025-08-24;C0029;Curitiba Glass;Consumidor Final;V002;Bruno Lima;P0096;Vidro Temperado Fumê 12mm;Vidro Temperado;3;297.12;891.35;6.94%;61.84;829.51;Faturado;NF-109553;01 - New Glass;WhatsApp;Reposição;Planilha manual;pedido refeito
PED-2025-09554;ITEM-09554;14/04/2025; 15/04/2025 ;C0036;JBR Esquadrias Ltda;Representante;V006;Felipe A.;P0066;Suporte Modelo 321;Ferragens;3;87.28;261,85;1.18;3,08;258,77;Faturado;NF-109554;1-NewGlass;E-commerce;Venda futura;Planilha manual;cliente pediu urgência
PED-2025-09555;ITEM-09555;13/12/2025;;C0036;JBR Esquadrias Ltda;Representante;V004;DIEGO ROCHA;P0134 ;Espelho Prata 3mm;Espelhos;1;283.63;283.63;5.93;16.83;R$ 266,80;Pedido em Aberto;;02 - Link Glass;Loja;Venda;Importação CSV;cliente pediu urgência
PED-2025-09556;ITEM-09556;14/06/2025;20/06/25;C0026;ZETA INTERIORES;Arquitetura;V005;ELAINE COSTA;P0040;Espelho Prata 6mm;Espelhos;1;333,44;333.44;17,44;58.14;275,30;Faturado ;NF-109556;01 - New Glass;Loja;Reposição;Planilha manual;cliente pediu urgência
PED-2025-09557;ITEM-09557;28/05/25;07/06/2025;C0018;Rossi Engenharia Ltda;Consumidor Final;V002;Bruno Lima;P0010;Espelho Lapidado 4mm;Espelhos;2;280.15;560.31;12.48;69,90;490.41;cancelado;NF-109557;03-DGlass;Key Account;Venda;ERP;devolução em análise
PED-2026-09558;ITEM-09558;2026-04-04;13/04/2026;C0009;Ideal Box;Representante;V003;CARLA MENDES;P0056;Frete Especial 6;Serviços;-7;866,16;-6063.09;9.85;597.17;-6660.26;Faturado ;NF-109558;D-Glass;Loja;Venda;Importação CSV;devolução em análise
PED-2025-09559;ITEM-09559;12/07/2025;22/07/2025;;Xavier Arquitetura;Construtora;V005;E. Costa;P0078;Vidro Temperado Fumê 12mm;Sem familia;1;280.03;280.03;6.09;17.06;262,97;DEV TOTAL;NF-109559;1-NewGlass;Loja;Venda;Planilha manual;verificar comissão
PED-2025-09560;ITEM-09560;09/03/2025;16/03/2025;C0009;Ideal Box Ltda;Representante;V006;Felipe Alves;P0079;Kit Instalação 13;Acessórios;5;47.52;237.60;8.64;20.52;R$ 217,08;devolvido parcial;NF-109560;01 - New Glass;Representante;Venda;ConstruShow;cliente pediu urgência
PED-2025-09561;ITEM-09561;2025-10-19;;C0013; Matriz Construções ;Arquitetura;V003;Carla Mendes;P0144;Vidro Temperado Fumê 10mm;Vidro Temperado;1;579.42;579.42;9.67;56.05;R$ 523,37;ABERTO;;02 - Link Glass;Loja;Venda;ERP;frete negociado
PED-2025-09562;ITEM-09562;16/12/2025;26/12/2025;C0033;Gama Projetos Ltda;Consumidor Final;V001;Ana S.;P0047;Vidro Laminado Incolor 6mm;Vidro Laminado;3,0;494,14;R$ 1.482,43;13.01%;192.83;1289.60;Devolvido Parcial;NF-109562;01 - New Glass;Loja;Reposição;Construshow;verificar comissão
PED-2025-09563;ITEM-09563;13/11/2025;18/11/2025;C0024;XAVIER ARQUITETURA;Construtora;V004;Diego Rocha;P0006;Box Reto 190cm;Box Banheiro;2;R$ 1.000,61;2001.21;9.20;184.15;1817.06;faturado;NF-109563;D-Glass;Loja;Reposição;ConstruShow;pedido refeito
PED-2025-09564;ITEM-09564;07/11/2025;07/11/2025;C0034;Horizonte Vidros;Arquitetura;V003;Carla Mendes;;Puxador Modelo 475;Ferragens;6;161.64;969.84;8.70;84.34;885.50;FATURADO;NF-109564;01 - New Glass;Loja;Venda futura;ConstruShow;devolução em análise
PED-2025-09565;ITEM-09565;18/12/2025;18-12-25;C0037;LINK CONSTRUÇÕES;Arquitetura;V003;Carla Mendes;P0149;Espelho Bronze 5mm;Espelhos; 1 ;236.09;236.09;10.17;24.01;0.00;Cancelado;NF-109565;03-DGlass;Representante;Venda;Importação CSV;
PED-2025-09566;ITEM-09566;07/09/25; 19/09/2025 ;C0025;Ypê Construções Ltda;Consumidor Final;V007;GABRIELA NUNES;P0149;Espelho Bronze 5mm;Espelhos;2;R$ 207,64;415.28;13.31;55.27;360.01;Faturado ;NF-109566;1-NewGlass;Loja;Venda futura;ConstruShow;devolução em análise
PED-2026-09567;ITEM-09567;16/04/2026;2026-04-23;C0035;Imperial Obras Ltda;Revenda;V001;ANA SOUZA;P0034;Espelho Bronze 6mm;Espelhos;2;486.43;972.85;17.33;168.55; 804.30 ;Devolvido Total;NF-109567;1-NewGlass;Key Account;Venda;Planilha manual;frete negociado
PED-2025-09568;ITEM-09568; 17/10/2025 ;20/10/2025;C0015;Omega Reformas;Construtora;V001;Ana S.;P0066;Suporte Modelo 321;Ferragens;4;126.94;507.75;12.24;62.17;445.58;FATURADO;NF-109568;03-DGlass;Representante;Venda;Construshow;cliente pediu urgência
PED-2025-09569;ITEM-09569;18-06-25;21/06/2025;C0036; JBR Esquadrias ;Representante;V002;Bruno Lima;P0006;BOX RETO 190CM;Box Banheiro;1;1277.97;1277.97;14.58;186.32;1091.65;Faturado;NF-109569;03 - DGlass;E-commerce;Reposição;ERP;cliente pediu urgência
PED-2025-09570;ITEM-09570;17/07/2025;29/07/2025;C0027;Araucária Vidr.;Revenda;V008;HENRIQUE MARTINS;P0048;Box Reto 200cm;Box Banheiro; 1 ;966.80;966.80;13.66;132.05;834.75;Devolvido Parcial;NF-100651;01 - New Glass;Loja;Venda futura;ConstruShow;
PED-2025-09571;ITEM-09571;30/07/2025;;C0028;Barigui Obras Ltda;Construtora;V007;Gabriela Nunes;P0136;Espelho Bronze 3mm;Espelhos;1;369,83;369.83;14,77;54.63;315.20;FATURADO;NF-109571;D-Glass;WhatsApp;Reposição;ConstruShow;
PED-2025-09572;ITEM-09572;08-04-25;16/04/2025;C0024;Xavier Arquitetura Ltda;Construtora;V002;Bruno Lima;P0152;Kit Instalação 14;Acessórios;2;33.98;67.96;7.00;4.76; 63.20 ;Faturado ;NF-109572;03 - DGlass;Loja;Venda futura;ConstruShow;frete negociado
PED-2025-09573;ITEM-09573;01/02/2025;02/02/2025;C0040; Orion Decor ;Franquia;V002;B. Lima;P0098;Perfil Porta 4m;Perfis de Alumínio;1;200.14;200.14;5.53%;11.06;189,08;Faturado ;NF-109573;01 - New Glass;Venda Interna;Reposição;ERP;verificar comissão
PED-2025-09574;ITEM-09574;2025-01-31;2025-02-05;C0001;Alfa Vidr.;Revenda;V003;Carla M.;P0150;Medição Técnica 5;Serviços;4;230.37;921.50;92.45;851.96;69.54;Bonificacao;NF-109574;03-DGlass;E-commerce;Bonificação;Construshow;verificar comissão
PED-2025-09575;ITEM-09575;2025-08-22; 22/08/2025 ;C0023;Wall Glass;Consumidor Final;;BRUNO LIMA;P0014;Vidro Laminado Incolor 8mm;Vidro Laminado;0;661.27;R$ 0,00;5.76;0.00;0.00;faturado;NF-109575;1-NewGlass;E-commerce;Venda;ERP;verificar comissão
PED-2025-09576;ITEM-09576;05/09/2025;;C0032;FORTE ALUMÍNIO;Arquitetura;V001;Ana Souza;P0143;Perfil Box 3m;Perfis de Alumínio; 5 ;166.56;832.81;16,46; 137.12 ;695.69;Em aberto;;01 - New Glass;Representante;Venda;Construshow;frete negociado
PED-2025-09577;ITEM-09577;25-12-25;2026-01-03;C0032;Forte Alumínio;Arquitetura;V005;E. Costa;P0012;Box Articulado 200cm;Box Banheiro;3,0;1290.84;3872.53;16.66;645.16;3227.37;faturado;NF-109577;D-Glass;WhatsApp;Venda;Planilha manual;devolução em análise
PED-2025-09578;ITEM-09578;2025-07-20; 28/07/2025 ;C0004;Delta Obras;Franquia;V005;Elaine Costa;P0004;Vidro Temperado Incolor 8mm;Vidro Temperado;1;R$ 471,67;471.67;11.71;55.25;416.42;devolvido total;NF-109578;03-DGlass;WhatsApp;Venda;Planilha manual;
PED-2026-09579;ITEM-09579;2026-01-25;26/01/26;C0006;FÊNIX ENGENHARIA;Representante;V001;Ana S.;P0075;Vidro Laminado Verde 8mm;Sem familia;3;756.27;2268.80;10.52;R$ 238,74;2030.06;Faturado;NF-109579;03 - DGlass;Key Account;Venda;Construshow;frete negociado
PED-2025-09580;ITEM-09580;18/10/2025;26-10-25;C0004;Delta Obras;Franquia;V003;Carla M.;P0137;Box Articulado 200cm;Box Banheiro;N/D;844.63;844.63;11,01;93.00;751,63;Faturado;NF-109580;1-NewGlass;Loja;Reposição;ERP;cliente pediu urgência
PED-2026-09581;ITEM-09581;15/04/2026;27/04/2026;C0020;Top Vidr.;Consumidor Final;V007;Gabi Nunes;P0006;Box Reto 190cm;Box Banheiro;1;R$ 1.152,80;1152.80;10.86%;125.24;1027.56;Faturado;NF-109581;03 - DGlass;Venda Interna;Venda;Importação CSV;pedido refeito
PED-2025-09582;ITEM-09582;2025-02-22;28/02/25;C0002;BETA CONSTRUÇÕES;Consumidor Final;V008;Henrique M.;P0101;Perfil Box 3m;Perfis de Alumínio;5;244.57;1222.85;10.09;123,33;1099,52;Faturado ;NF-109582;1-NewGlass;Venda Interna;Venda futura;Planilha manual;frete negociado
PED-2026-09583;ITEM-09583;04-06-26;11/06/2026;C0004;DELTA OBRAS;Franquia;V002;Bruno L.;P0099;Vidro Laminado Verde 8mm;Vidro Laminado;1;534.16;R$ 534,16;11.90;63.55;470.61;faturado;NF-109583;02 - Link Glass;Loja;Venda;Importação CSV;frete negociado
PED-2025-09584;ITEM-09584;16/02/2025;25/02/2025;C0024;Xavier Arquitetura;Construtora;V008;Henrique M.;P0059;Instalação 9;Serviços; 18 ;886.20;15951.67;10.47;1670,50;14281.17;Faturado;NF-109584;02 - Link Glass;WhatsApp;Venda;ERP;cliente pediu urgência
PED-2025-09585;ITEM-09585;07-08-25; 17/08/2025 ;C0037;LINK CONSTRUÇÕES;Arquitetura;V005;Elaine Costa;P0154;Instalação 4;Serviços;5;279.09;1395.45;10.01;139.69;1255.76;FATURADO;NF-109585;03-DGlass;Loja;Venda futura;Construshow;pedido refeito
PED-2026-09586;ITEM-09586;02/05/2026;09/05/2026;C0010;Jardim Vidros Ltda;Construtora;V006;Felipe A.;P0083;Box Frontal 180cm;Box Banheiro;1; 457.28 ;457.28;12.53;57,29;399.99;FATURADO;NF-109586;03-DGlass;E-commerce;Venda;Planilha manual;verificar comissão
PED-2025-09587;ITEM-09587;29/05/25;08/06/2025;C0028;Barigui Obras;Construtora;V004;Diego Rocha;P0042;Perfil Porta 2m;Perfis de Alumínio;3;106.60;319.81;12.07;38.59;281.22;Dev. Parcial;NF-109587;1-NewGlass;Key Account;Venda;Importação CSV;frete negociado
PED-2026-09588;ITEM-09588; 08/05/2026 ;;C0022;Viva Lar Ltda;Representante;V006;FELIPE ALVES;P0007;Medição Técnica 7;Serviços;3;295,50;886.49;26,15;231.80;654.69;Em aberto;;03 - DGlass;Venda Interna;Reposição;Importação CSV;pedido refeito
PED-2025-09589;ITEM-09589;13/08/2025;2025-08-21;C0023;Wall Glass Ltda;Consumidor Final;V001;A. Souza;P0108;Vidro Temperado Fumê 10mm;Vidro Temperado;5;748.42;3742.11;14.22;532.09;3210.02;FATURADO;NF-109589;03-DGlass;Key Account;Reposição;Construshow;verificar comissão
PED-2025-09590;ITEM-09590;02/10/25;02/10/25;C0031;Estrela Box;Construtora;V001;ANA SOUZA;P0044;Roldana Modelo 516;Ferragens;9;144.41;1299.66;;125.50;1174.16;faturado;NF-109590;02 - Link Glass;WhatsApp;Venda;Construshow;verificar comissão
PED-2025-09591;ITEM-09591;25/08/2025;2025-09-06;C0034;Horizonte Vidros;Arquitetura;;ANA SOUZA;P0094;Vidro Laminado Verde 10mm;Vidro Laminado;2;900,38;1800.76;11.52;207.46;1593.30;faturado;NF-109591;03-DGlass;E-commerce;Venda;Construshow;devolução em análise
PED-2026-09592;ITEM-09592;19/04/2026;19/04/26;C0007;GRAN LUX;Franquia;V001;Ana S.;P0138;Perfil Porta 6m;Perfis de Alumínio;3;91.66;274.99;28.21;77.57;197,42;pedido em aberto;NF-109592;03 - DGlass;Key Account;Venda;Construshow;frete negociado
PED-2025-09593;ITEM-09593;2025-04-02;09-04-25;C0031;Estrela Box Ltda;Construtora;V002;Bruno L.;P0070;Perfil U 3m;Perfis de Alumínio;1;230,29;R$ 230,29;6.08;14.01;216,28;faturado;NF-109593;03-DGlass;Key Account;Reposição;ERP;frete negociado
PED-2025-09594;ITEM-09594;29/06/2025;07/07/2025;C0006;FÊNIX ENGENHARIA;Representante;V007;GABRIELA NUNES;P0047;Vidro Laminado Incolor 6mm;Vidro Laminado;4;388.19;1552.77;8.26;128.23;1424.54;Faturado ;NF-109594;1-NewGlass;Venda Interna;Venda;ConstruShow;verificar comissão
PED-2025-09595;ITEM-09595;10/06/2025;15-06-25;C0013;Matriz Construcões;Arquitetura;V006;F. Alves;P0150;Medição Técnica 5;Serviços;N/D;191.97;575.91;3.72%;21.42;554.49;FATURADO;NF-109595;03 - DGlass;E-commerce;Reposição;Construshow;cliente pediu urgência
PED-2025-09596;ITEM-09596;21/04/25;25/04/2025;C0003;CASA SUL ESQUADRIAS;Construtora;V007;Gabriela Nunes;P0121;Suporte Modelo 623;Ferragens;N/D;177.38;709.52;10.20%;72,39;637.13;Faturado ;NF-109596;02 - Link Glass;Loja;Reposição;Planilha manual;cliente pediu urgência
PED-2025-09597;ITEM-09597;09/05/2025;2025-05-21;C0014;NOVA CASA;Consumidor Final;V003;C. Mendes;P0017;Suporte Modelo 873;Ferragens;3;259.47;778.40;12.08;93,99;684.41;FATURADO;NF-109597;01 - New Glass;Representante;Venda;Construshow;frete negociado
PED-2025-09598;ITEM-09598;22/05/2025;23/05/2025;C0026;Zeta Interiores;Arquitetura;V005;Elaine C.;P0063;Vidro Temperado Incolor 10mm;Vidro Temperado;1;318.19;318.19;16.38;52.13;266.06;Faturado ;NF-109598;03-DGlass;Key Account;Venda futura;Planilha manual;devolução em análise
PED-2025-09599;ITEM-09599;16/05/2025;18-05-25;C0012;Litoral Esquadrias;Revenda;V006;F. Alves;P0090;Perfil Box 3m;Perfis de Alumínio;6,0;149.17;895.02;;127.50;767.52;Faturado ;NF-109599;1-NewGlass;Loja;Venda futura;ConstruShow;verificar comissão
PED-2026-09600;ITEM-09600; 15/01/2026 ;17/01/2026;C0039;Nobre Engenharia Ltda;Revenda;V005;E. Costa;P0103;Vidro Laminado Incolor 10mm;Vidro Laminado;4;587.56;R$ 2.350,22;19,14;449.94;1900.28;faturado;NF-109600;01 - New Glass;WhatsApp;Venda;Planilha manual;devolução em análise
PED-2025-09601;ITEM-09601;22/05/2025;2025-05-31;C0015;Omega Reformas;Construtora;V002;B. Lima;P0143;PERFIL BOX 3M;Perfis de Alumínio;1;117.84;117.84;9.68;11,41;106.43;Cancelado;NF-109601;02 - Link Glass;Key Account;Venda;Construshow;verificar comissão
